feature_id,canonical_token,valid_contexts,evaluated_contexts,total_contexts,passed,failure_reason
25362,kerala,16,24,45,0,insufficient matching contexts
25363,cone,22,24,45,1,
25364,,0,0,44,0,only 44 contexts
25365,unknownfields,24,24,45,1,
25366,,0,0,43,0,only 43 contexts
25367,know,2,24,45,0,insufficient matching contexts
25368,player,2,24,45,0,insufficient matching contexts
25369,event,2,24,45,0,insufficient matching contexts
25370,,0,24,45,0,insufficient matching contexts
25371,,0,0,39,0,only 39 contexts
25372,fed,14,24,45,0,insufficient matching contexts
25373,it,2,24,45,0,insufficient matching contexts
25374,collected,5,24,45,0,insufficient matching contexts
25375,,0,24,45,0,insufficient matching contexts
25376,,0,0,37,0,only 37 contexts
25377,,0,0,44,0,only 44 contexts
25378,dose,24,24,45,1,
25379,prime,24,24,45,1,
25380,obj,1,24,45,0,insufficient matching contexts
25381,road,2,24,45,0,insufficient matching contexts
25382,,0,0,42,0,only 42 contexts
25383,arch,24,24,45,1,
25384,,0,0,42,0,only 42 contexts
25385,remove,2,24,45,0,insufficient matching contexts
25386,which,1,24,45,0,insufficient matching contexts
25387,,0,0,38,0,only 38 contexts
25390,,0,0,40,0,only 40 contexts
25388,e,1,24,45,0,insufficient matching contexts
25389,we,9,24,45,0,insufficient matching contexts
25392,,0,0,44,0,only 44 contexts
25391,,0,0,34,0,only 34 contexts
25394,capacity,4,24,45,0,insufficient matching contexts
25393,,0,24,45,0,insufficient matching contexts
25395,hell,3,24,45,0,insufficient matching contexts
25396,surface,24,24,45,1,
25397,,0,24,45,0,insufficient matching contexts
25398,enum,1,24,45,0,insufficient matching contexts
25399,,0,24,45,0,insufficient matching contexts
25400,,0,0,41,0,only 41 contexts
25401,e,1,24,45,0,insufficient matching contexts
25402,,0,24,45,0,insufficient matching contexts
25403,ign,24,24,45,1,
25404,,0,0,31,0,only 31 contexts
25406,,0,24,45,0,insufficient matching contexts
25405,nutrition,20,24,45,0,insufficient matching contexts
25408,is,1,24,45,0,insufficient matching contexts
25407,size,5,24,45,0,insufficient matching contexts
25409,use,23,24,45,1,
25410,at,7,24,45,0,insufficient matching contexts
25411,transport,1,24,45,0,insufficient matching contexts
25412,postage,1,24,45,0,insufficient matching contexts
25413,rely,12,24,45,0,insufficient matching contexts
25414,,0,24,45,0,insufficient matching contexts
25415,,0,0,42,0,only 42 contexts
25416,,0,0,38,0,only 38 contexts
25418,,0,24,45,0,insufficient matching contexts
25417,angle,22,24,45,1,
25419,margin,24,24,45,1,
25420,photo,4,24,45,0,insufficient matching contexts
25421,before,3,24,45,0,insufficient matching contexts
25422,,0,0,32,0,only 32 contexts
25423,,0,0,35,0,only 35 contexts
25424,e,3,24,45,0,insufficient matching contexts
25425,,0,0,44,0,only 44 contexts
25426,holes,1,24,45,0,insufficient matching contexts
25428,by,6,24,45,0,insufficient matching contexts
25427,dalton,2,24,45,0,insufficient matching contexts
25430,pal,24,24,45,1,
25429,,0,24,45,0,insufficient matching contexts
25431,,0,0,42,0,only 42 contexts
25432,x,1,24,45,0,insufficient matching contexts
25433,not,3,24,45,0,insufficient matching contexts
25434,,0,0,34,0,only 34 contexts
25436,identifier,4,24,45,0,insufficient matching contexts
25435,curves,2,24,45,0,insufficient matching contexts
25437,life,10,24,45,0,insufficient matching contexts
25438,a,3,24,45,0,insufficient matching contexts
25439,,0,0,42,0,only 42 contexts
25440,,0,0,40,0,only 40 contexts
25441,funding,2,24,45,0,insufficient matching contexts
25442,mines,6,24,45,0,insufficient matching contexts
25443,,0,24,45,0,insufficient matching contexts
25444,,0,0,43,0,only 43 contexts
25445,ref,1,24,45,0,insufficient matching contexts
25446,,0,0,36,0,only 36 contexts
25447,and,18,24,45,0,insufficient matching contexts
25448,by,13,24,45,0,insufficient matching contexts
25449,strongest,1,24,45,0,insufficient matching contexts
25450,f,1,24,45,0,insufficient matching contexts
25452,,0,0,41,0,only 41 contexts
25451,,0,24,45,0,insufficient matching contexts
25453,,0,0,43,0,only 43 contexts
25454,,0,24,45,0,insufficient matching contexts
25455,š,2,24,45,0,insufficient matching contexts
25456,,0,0,43,0,only 43 contexts
25458,even,24,24,45,1,
25457,seek,2,24,45,0,insufficient matching contexts
25459,,0,0,42,0,only 42 contexts
25460,li,3,24,45,0,insufficient matching contexts
25462,it,5,24,45,0,insufficient matching contexts
25463,labor,4,24,45,0,insufficient matching contexts
25461,blame,2,24,45,0,insufficient matching contexts
25464,cooperation,1,24,45,0,insufficient matching contexts
25465,,0,0,44,0,only 44 contexts
25466,lord,1,24,45,0,insufficient matching contexts
25467,,0,0,41,0,only 41 contexts
25468,anti,6,24,45,0,insufficient matching contexts
25469,the,1,24,45,0,insufficient matching contexts
25470,,0,0,38,0,only 38 contexts
25471,,0,0,40,0,only 40 contexts
25472,the,21,24,45,0,insufficient matching contexts
25474,representation,3,24,45,0,insufficient matching contexts
25473,,0,0,41,0,only 41 contexts
25475,,0,24,45,0,insufficient matching contexts
25476,,0,24,45,0,insufficient matching contexts
25477,,0,0,35,0,only 35 contexts
25478,schatz,4,24,45,0,insufficient matching contexts
25480,,0,24,45,0,insufficient matching contexts
25482,week,2,24,45,0,insufficient matching contexts
25479,slap,6,24,45,0,insufficient matching contexts
25481,be,2,24,45,0,insufficient matching contexts
25483,,0,24,45,0,insufficient matching contexts
25484,,0,24,45,0,insufficient matching contexts
25485,in,24,24,45,1,
25486,followed,24,24,45,1,
25487,identifier,1,24,45,0,insufficient matching contexts
25490,,0,0,44,0,only 44 contexts
25488,,0,0,43,0,only 43 contexts
25491,,0,0,43,0,only 43 contexts
25489,and,3,24,45,0,insufficient matching contexts
25492,,0,0,36,0,only 36 contexts
25493,with,8,24,45,0,insufficient matching contexts
25494,,0,0,29,0,only 29 contexts
25495,,0,0,37,0,only 37 contexts
25496,path,2,24,45,0,insufficient matching contexts
25497,succeed,3,24,45,0,insufficient matching contexts
25498,,0,24,45,0,insufficient matching contexts
25500,t,9,24,45,0,insufficient matching contexts
25499,,0,0,42,0,only 42 contexts
25501,,0,0,43,0,only 43 contexts
25502,,0,24,45,0,insufficient matching contexts
25503,methodology,1,24,45,0,insufficient matching contexts
25504,suv,24,24,45,1,
25505,,0,24,45,0,insufficient matching contexts
25507,for,1,24,45,0,insufficient matching contexts
25506,,0,0,44,0,only 44 contexts
25510,,0,0,33,0,only 33 contexts
25508,with,24,24,45,1,
25511,server,5,24,45,0,insufficient matching contexts
25509,married,2,24,45,0,insufficient matching contexts
25512,number,2,24,45,0,insufficient matching contexts
25513,h,2,24,45,0,insufficient matching contexts
25514,back,1,24,45,0,insufficient matching contexts
25515,lo,14,24,45,0,insufficient matching contexts
25516,veteran,1,24,45,0,insufficient matching contexts
25517,integer,1,24,45,0,insufficient matching contexts
25519,glass,1,24,45,0,insufficient matching contexts
25520,,0,24,45,0,insufficient matching contexts
25521,roup,2,24,45,0,insufficient matching contexts
25522,,0,0,39,0,only 39 contexts
25523,wild,24,24,45,1,
25524,the,21,24,45,0,insufficient matching contexts
25526,,0,0,36,0,only 36 contexts
25527,,0,0,42,0,only 42 contexts
25518,attribution,5,24,45,0,insufficient matching contexts
25525,,0,0,44,0,only 44 contexts
25528,,0,24,45,0,insufficient matching contexts
25530,since,4,24,45,0,insufficient matching contexts
25529,struct,2,24,45,0,insufficient matching contexts
25531,bundle,21,24,45,0,insufficient matching contexts
25532,,0,24,45,0,insufficient matching contexts
25533,,0,24,45,0,insufficient matching contexts
25534,number,16,24,45,0,insufficient matching contexts
25536,,0,0,32,0,only 32 contexts
25535,change,2,24,45,0,insufficient matching contexts
25538,the,24,24,45,1,
25539,ky,3,24,45,0,insufficient matching contexts
25537,,0,0,44,0,only 44 contexts
25540,,0,0,35,0,only 35 contexts
25541,auc,5,24,45,0,insufficient matching contexts
25542,qe,2,24,45,0,insufficient matching contexts
25544,,0,0,38,0,only 38 contexts
25543,,0,0,42,0,only 42 contexts
25545,meter,1,24,45,0,insufficient matching contexts
25546,quad,1,24,45,0,insufficient matching contexts
25547,ro,24,24,45,1,
25548,the,18,24,45,0,insufficient matching contexts
25549,,0,24,45,0,insufficient matching contexts
25550,,0,24,45,0,insufficient matching contexts
25551,errno,7,24,45,0,insufficient matching contexts
25552,,0,24,45,0,insufficient matching contexts
25553,mosquito,2,24,45,0,insufficient matching contexts
25555,,0,24,45,0,insufficient matching contexts
25556,sins,3,24,45,0,insufficient matching contexts
25554,bread,24,24,45,1,
25557,,0,0,43,0,only 43 contexts
25558,,0,24,45,0,insufficient matching contexts
25560,months,5,24,45,0,insufficient matching contexts
25559,implications,24,24,45,1,
25561,,0,0,38,0,only 38 contexts
25563,discussed,1,24,45,0,insufficient matching contexts
25562,,0,24,45,0,insufficient matching contexts
25564,,0,0,44,0,only 44 contexts
25565,gravel,5,24,45,0,insufficient matching contexts
25566,,0,0,40,0,only 40 contexts
25568,,0,0,36,0,only 36 contexts
25567,because,24,24,45,1,
25569,,0,24,45,0,insufficient matching contexts
25570,,0,0,43,0,only 43 contexts
25572,parsing,1,24,45,0,insufficient matching contexts
25571,,0,0,40,0,only 40 contexts
25573,,0,24,45,0,insufficient matching contexts
25574,,0,0,41,0,only 41 contexts
25576,,0,0,38,0,only 38 contexts
25577,class,1,24,45,0,insufficient matching contexts
25578,,0,24,45,0,insufficient matching contexts
25580,,0,0,44,0,only 44 contexts
25581,get,2,24,45,0,insufficient matching contexts
25579,items,23,24,45,1,
25582,iversion,1,24,45,0,insufficient matching contexts
25584,accordingly,1,24,45,0,insufficient matching contexts
25583,effects,4,24,45,0,insufficient matching contexts
25575,assets,5,24,45,0,insufficient matching contexts
25585,,0,0,43,0,only 43 contexts
25587,saturday,24,24,45,1,
25588,,0,0,42,0,only 42 contexts
25589,,0,0,43,0,only 43 contexts
25586,,0,0,39,0,only 39 contexts
25590,made,4,24,45,0,insufficient matching contexts
25592,,0,0,43,0,only 43 contexts
25591,that,1,24,45,0,insufficient matching contexts
25593,has,2,24,45,0,insufficient matching contexts
25594,race,24,24,45,1,
25595,over,2,24,45,0,insufficient matching contexts
25596,,0,0,40,0,only 40 contexts
25597,,0,0,32,0,only 32 contexts
25599,,0,24,45,0,insufficient matching contexts
25598,,0,24,45,0,insufficient matching contexts
25601,,0,0,40,0,only 40 contexts
25600,type,1,24,45,0,insufficient matching contexts
25602,,0,0,43,0,only 43 contexts
25603,,0,0,42,0,only 42 contexts
25605,,0,0,27,0,only 27 contexts
25604,,0,0,42,0,only 42 contexts
25607,the,24,24,45,1,
25606,us,8,24,45,0,insufficient matching contexts
25608,surface,2,24,45,0,insufficient matching contexts
25609,,0,24,45,0,insufficient matching contexts
25610,,0,0,35,0,only 35 contexts
25611,,0,24,45,0,insufficient matching contexts
25612,blink,10,24,45,0,insufficient matching contexts
25613,,0,0,36,0,only 36 contexts
25615,,0,0,39,0,only 39 contexts
25614,,0,0,42,0,only 42 contexts
25617,,0,0,34,0,only 34 contexts
25616,,0,24,45,0,insufficient matching contexts
25618,,0,24,45,0,insufficient matching contexts
25619,step,20,24,45,0,insufficient matching contexts
25620,total,24,24,45,1,
25621,,0,0,41,0,only 41 contexts
25622,,0,24,45,0,insufficient matching contexts
25623,,0,0,44,0,only 44 contexts
25624,and,4,24,45,0,insufficient matching contexts
25625,,0,0,36,0,only 36 contexts
25626,,0,24,45,0,insufficient matching contexts
25628,continuous,24,24,45,1,
25627,,0,0,31,0,only 31 contexts
25629,be,24,24,45,1,
25630,,0,0,41,0,only 41 contexts
25631,,0,0,43,0,only 43 contexts
25632,,0,24,45,0,insufficient matching contexts
25633,her,2,24,45,0,insufficient matching contexts
25636,,0,0,28,0,only 28 contexts
25634,null,1,24,45,0,insufficient matching contexts
25635,which,24,24,45,1,
25637,star,1,24,45,0,insufficient matching contexts
25638,,0,24,45,0,insufficient matching contexts
25639,ci,2,24,45,0,insufficient matching contexts
25641,,0,24,45,0,insufficient matching contexts
25640,sticker,1,24,45,0,insufficient matching contexts
25642,,0,0,40,0,only 40 contexts
25643,,0,0,42,0,only 42 contexts
25644,buried,14,24,45,0,insufficient matching contexts
25646,,0,0,43,0,only 43 contexts
25645,,0,0,37,0,only 37 contexts
25647,,0,0,41,0,only 41 contexts
25649,,0,0,31,0,only 31 contexts
25648,,0,0,39,0,only 39 contexts
25651,,0,0,29,0,only 29 contexts
25650,second,19,24,45,0,insufficient matching contexts
25652,fig,21,24,45,0,insufficient matching contexts
25654,plain,24,24,45,1,
25653,,0,0,42,0,only 42 contexts
25655,,0,0,43,0,only 43 contexts
25656,,0,0,40,0,only 40 contexts
25657,bed,1,24,45,0,insufficient matching contexts
25658,,0,0,38,0,only 38 contexts
25659,,0,0,44,0,only 44 contexts
25660,,0,0,43,0,only 43 contexts
25661,deed,15,24,45,0,insufficient matching contexts
25662,,0,0,42,0,only 42 contexts
25663,,0,0,42,0,only 42 contexts
25664,,0,24,45,0,insufficient matching contexts
25665,,0,0,44,0,only 44 contexts
25666,,0,0,42,0,only 42 contexts
25667,batteries,2,24,45,0,insufficient matching contexts
25668,latest,11,24,45,0,insufficient matching contexts
25670,nothing,4,24,45,0,insufficient matching contexts
25672,,0,0,41,0,only 41 contexts
25673,error,8,24,45,0,insufficient matching contexts
25674,,0,0,43,0,only 43 contexts
25671,,0,0,40,0,only 40 contexts
25669,,0,0,37,0,only 37 contexts
25675,wf,2,24,45,0,insufficient matching contexts
25676,of,24,24,45,1,
25677,amp,19,24,45,0,insufficient matching contexts
25678,,0,0,40,0,only 40 contexts
25679,are,2,24,45,0,insufficient matching contexts
25682,,0,0,42,0,only 42 contexts
25681,,0,24,45,0,insufficient matching contexts
25683,,0,24,45,0,insufficient matching contexts
25680,,0,24,45,0,insufficient matching contexts
25684,,0,0,39,0,only 39 contexts
25685,original,2,24,45,0,insufficient matching contexts
25686,model,23,24,45,1,
25687,searching,3,24,45,0,insufficient matching contexts
25688,,0,24,45,0,insufficient matching contexts
25689,per,2,24,45,0,insufficient matching contexts
25690,decorators,2,24,45,0,insufficient matching contexts
25691,,0,24,45,0,insufficient matching contexts
25692,a,18,24,45,0,insufficient matching contexts
25693,,0,24,45,0,insufficient matching contexts
25694,people,2,24,45,0,insufficient matching contexts
25695,,0,0,39,0,only 39 contexts
25696,genres,1,24,45,0,insufficient matching contexts
25697,c,1,24,45,0,insufficient matching contexts
25698,,0,0,42,0,only 42 contexts
25700,,0,0,44,0,only 44 contexts
25699,slump,2,24,45,0,insufficient matching contexts
25701,occupies,2,24,45,0,insufficient matching contexts
25702,,0,24,45,0,insufficient matching contexts
25703,,0,0,39,0,only 39 contexts
25704,,0,24,45,0,insufficient matching contexts
25705,,0,0,36,0,only 36 contexts
25706,,0,24,45,0,insufficient matching contexts
25707,span,2,24,45,0,insufficient matching contexts
25708,,0,24,45,0,insufficient matching contexts
25709,medical,24,24,45,1,
25711,,0,0,43,0,only 43 contexts
25710,s,1,24,45,0,insufficient matching contexts
25712,or,12,24,45,0,insufficient matching contexts
25715,,0,0,40,0,only 40 contexts
25714,,0,24,45,0,insufficient matching contexts
25713,,0,24,45,0,insufficient matching contexts
25717,,0,0,42,0,only 42 contexts
25716,cr,18,24,45,0,insufficient matching contexts
25719,,0,24,45,0,insufficient matching contexts
25718,token,20,24,45,0,insufficient matching contexts
25720,,0,24,45,0,insufficient matching contexts
25721,return,16,24,45,0,insufficient matching contexts
25722,,0,0,30,0,only 30 contexts
25723,,0,0,36,0,only 36 contexts
25724,,0,0,41,0,only 41 contexts
25725,,0,0,41,0,only 41 contexts
25728,mg,24,24,45,1,
25727,,0,0,42,0,only 42 contexts
25726,,0,0,42,0,only 42 contexts
25729,visiting,2,24,45,0,insufficient matching contexts
25730,of,19,24,45,0,insufficient matching contexts
25731,often,1,24,45,0,insufficient matching contexts
25732,ukraine,5,24,45,0,insufficient matching contexts
25733,the,3,24,45,0,insufficient matching contexts
25734,x,4,24,45,0,insufficient matching contexts
25735,,0,0,42,0,only 42 contexts
25736,,0,0,44,0,only 44 contexts
25737,none,2,24,45,0,insufficient matching contexts
25738,bliss,2,24,45,0,insufficient matching contexts
25739,five,1,24,45,0,insufficient matching contexts
25740,,0,0,38,0,only 38 contexts
25741,and,22,24,45,1,
25742,review,5,24,45,0,insufficient matching contexts
25743,polarization,23,24,45,1,
25744,,0,0,40,0,only 40 contexts
25745,billion,2,24,45,0,insufficient matching contexts
25746,,0,0,41,0,only 41 contexts
25747,,0,24,45,0,insufficient matching contexts
25748,access,2,24,45,0,insufficient matching contexts
25749,ges,1,24,45,0,insufficient matching contexts
25750,result,2,24,45,0,insufficient matching contexts
25751,,0,0,37,0,only 37 contexts
25753,,0,0,40,0,only 40 contexts
25754,,0,0,43,0,only 43 contexts
25752,,0,0,44,0,only 44 contexts
25755,,0,0,36,0,only 36 contexts
25757,,0,24,45,0,insufficient matching contexts
25756,,0,0,42,0,only 42 contexts
25758,,0,0,44,0,only 44 contexts
25759,dna,24,24,45,1,
25760,,0,0,36,0,only 36 contexts
25761,,0,0,43,0,only 43 contexts
25762,man,1,24,45,0,insufficient matching contexts
25763,,0,24,45,0,insufficient matching contexts
25764,,0,24,45,0,insufficient matching contexts
25765,is,1,24,45,0,insufficient matching contexts
25766,,0,0,44,0,only 44 contexts
25767,,0,24,45,0,insufficient matching contexts
25768,,0,24,45,0,insufficient matching contexts
25769,ensuremath,19,24,45,0,insufficient matching contexts
25770,,0,24,45,0,insufficient matching contexts
25771,,0,24,45,0,insufficient matching contexts
25772,,0,0,42,0,only 42 contexts
25773,and,2,24,45,0,insufficient matching contexts
25774,,0,24,45,0,insufficient matching contexts
25775,,0,24,45,0,insufficient matching contexts
25776,expected,1,24,45,0,insufficient matching contexts
25777,direction,6,24,45,0,insufficient matching contexts
25778,relating,5,24,45,0,insufficient matching contexts
25779,specific,1,24,45,0,insufficient matching contexts
25780,cruel,1,24,45,0,insufficient matching contexts
25781,,0,0,43,0,only 43 contexts
25782,,0,0,29,0,only 29 contexts
25783,prevent,2,24,45,0,insufficient matching contexts
25784,,0,24,45,0,insufficient matching contexts
25785,,0,0,40,0,only 40 contexts
25786,over,24,24,45,1,
25787,la,1,24,45,0,insufficient matching contexts
25788,region,24,24,45,1,
25789,which,1,24,45,0,insufficient matching contexts
25790,,0,0,42,0,only 42 contexts
25791,,0,0,43,0,only 43 contexts
25792,by,3,24,45,0,insufficient matching contexts
25793,ophobic,5,24,45,0,insufficient matching contexts
25794,,0,24,45,0,insufficient matching contexts
25795,linkedlist,1,24,45,0,insufficient matching contexts
25796,end,24,24,45,1,
25797,well,1,24,45,0,insufficient matching contexts
25798,fda,17,24,45,0,insufficient matching contexts
25799,simple,3,24,45,0,insufficient matching contexts
25800,,0,24,45,0,insufficient matching contexts
25801,,0,24,45,0,insufficient matching contexts
25802,,0,0,44,0,only 44 contexts
25803,,0,0,43,0,only 43 contexts
25804,,0,0,41,0,only 41 contexts
25805,,0,24,45,0,insufficient matching contexts
25806,way,16,24,45,0,insufficient matching contexts
25808,forever,24,24,45,1,
25807,weak,24,24,45,1,
25809,cup,3,24,45,0,insufficient matching contexts
25811,above,1,24,45,0,insufficient matching contexts
25810,,0,0,33,0,only 33 contexts
25812,,0,24,45,0,insufficient matching contexts
25813,,0,24,45,0,insufficient matching contexts
25814,enlightenment,1,24,45,0,insufficient matching contexts
25815,conference,1,24,45,0,insufficient matching contexts
25816,,0,24,45,0,insufficient matching contexts
25817,mercury,11,24,45,0,insufficient matching contexts
25818,tight,20,24,45,0,insufficient matching contexts
25819,,0,0,44,0,only 44 contexts
25820,it,2,24,45,0,insufficient matching contexts
25823,fieldnumber,1,24,45,0,insufficient matching contexts
25824,for,24,24,45,1,
25821,surplus,1,24,45,0,insufficient matching contexts
25825,,0,0,44,0,only 44 contexts
25826,qualify,5,24,45,0,insufficient matching contexts
25822,,0,0,44,0,only 44 contexts
25827,,0,0,35,0,only 35 contexts
25828,,0,0,41,0,only 41 contexts
25829,mark,3,24,45,0,insufficient matching contexts
25830,,0,0,44,0,only 44 contexts
25831,,0,0,44,0,only 44 contexts
25832,dolls,5,24,45,0,insufficient matching contexts
25834,differentiable,9,24,45,0,insufficient matching contexts
25835,while,9,24,45,0,insufficient matching contexts
25833,,0,0,44,0,only 44 contexts
25836,,0,0,37,0,only 37 contexts
25837,,0,0,43,0,only 43 contexts
25838,context,3,24,45,0,insufficient matching contexts
25839,e,4,24,45,0,insufficient matching contexts
25840,,0,0,41,0,only 41 contexts
25841,,0,24,45,0,insufficient matching contexts
25843,apk,9,24,45,0,insufficient matching contexts
25842,is,13,24,45,0,insufficient matching contexts
25844,,0,0,44,0,only 44 contexts
25845,in,1,24,45,0,insufficient matching contexts
25846,gra,1,24,45,0,insufficient matching contexts
25847,,0,0,41,0,only 41 contexts
25848,italy,2,24,45,0,insufficient matching contexts
25849,,0,0,42,0,only 42 contexts
25850,n,4,24,45,0,insufficient matching contexts
25852,,0,0,43,0,only 43 contexts
25851,candida,1,24,45,0,insufficient matching contexts
25853,,0,0,44,0,only 44 contexts
25854,layer,4,24,45,0,insufficient matching contexts
25856,,0,0,41,0,only 41 contexts
25855,,0,0,37,0,only 37 contexts
25857,,0,0,42,0,only 42 contexts
25858,in,19,24,45,0,insufficient matching contexts
25860,,0,0,42,0,only 42 contexts
25859,lunch,1,24,45,0,insufficient matching contexts
25861,attractive,2,24,45,0,insufficient matching contexts
25862,,0,0,44,0,only 44 contexts
25864,,0,24,45,0,insufficient matching contexts
25863,sampling,1,24,45,0,insufficient matching contexts
25865,and,20,24,45,0,insufficient matching contexts
25866,,0,0,36,0,only 36 contexts
25867,izer,7,24,45,0,insufficient matching contexts
25868,,0,0,44,0,only 44 contexts
25869,preparations,2,24,45,0,insufficient matching contexts
25870,,0,0,43,0,only 43 contexts
25871,,0,0,32,0,only 32 contexts
25872,surveys,2,24,45,0,insufficient matching contexts
25873,,0,0,42,0,only 42 contexts
25874,,0,24,45,0,insufficient matching contexts
25875,white,16,24,45,0,insufficient matching contexts
25876,,0,0,44,0,only 44 contexts
25877,penn,15,24,45,0,insufficient matching contexts
25878,country,3,24,45,0,insufficient matching contexts
25879,,0,0,37,0,only 37 contexts
25880,i,3,24,45,0,insufficient matching contexts
25881,as,4,24,45,0,insufficient matching contexts
25882,ieee,24,24,45,1,
25883,,0,0,39,0,only 39 contexts
25884,cur,2,24,45,0,insufficient matching contexts
25886,,0,0,41,0,only 41 contexts
25885,x,1,24,45,0,insufficient matching contexts
25888,on,1,24,45,0,insufficient matching contexts
25887,ndra,4,24,45,0,insufficient matching contexts
25889,who,2,24,45,0,insufficient matching contexts
25891,,0,0,42,0,only 42 contexts
25890,ist,1,24,45,0,insufficient matching contexts
25892,ems,2,24,45,0,insufficient matching contexts
25893,,0,0,36,0,only 36 contexts
25894,below,24,24,45,1,
25895,,0,0,42,0,only 42 contexts
25896,ridiculous,1,24,45,0,insufficient matching contexts
25897,,0,24,45,0,insufficient matching contexts
25898,also,24,24,45,1,
25900,,0,24,45,0,insufficient matching contexts
25899,,0,0,44,0,only 44 contexts
25901,but,2,24,45,0,insufficient matching contexts
25904,,0,0,39,0,only 39 contexts
25902,agree,1,24,45,0,insufficient matching contexts
25903,behalf,1,24,45,0,insufficient matching contexts
25905,languages,2,24,45,0,insufficient matching contexts
25906,aim,4,24,45,0,insufficient matching contexts
25908,table,2,24,45,0,insufficient matching contexts
25907,up,3,24,45,0,insufficient matching contexts
25909,is,2,24,45,0,insufficient matching contexts
25910,births,1,24,45,0,insufficient matching contexts
25911,,0,24,45,0,insufficient matching contexts
25912,dc,2,24,45,0,insufficient matching contexts
25913,,0,0,44,0,only 44 contexts
25914,,0,0,44,0,only 44 contexts
25915,catch,24,24,45,1,
25916,kol,8,24,45,0,insufficient matching contexts
25917,,0,0,42,0,only 42 contexts
25918,for,24,24,45,1,
25919,if,24,24,45,1,
25920,,0,24,45,0,insufficient matching contexts
25921,,0,24,45,0,insufficient matching contexts
25922,almost,17,24,45,0,insufficient matching contexts
25924,of,2,24,45,0,insufficient matching contexts
25925,,0,0,42,0,only 42 contexts
25923,workpiece,2,24,45,0,insufficient matching contexts
25926,plant,2,24,45,0,insufficient matching contexts
25927,,0,0,32,0,only 32 contexts
25928,,0,0,39,0,only 39 contexts
25929,,0,0,28,0,only 28 contexts
25930,select,1,24,45,0,insufficient matching contexts
25931,,0,0,40,0,only 40 contexts
25932,,0,0,43,0,only 43 contexts
25933,,0,24,45,0,insufficient matching contexts
25934,,0,24,45,0,insufficient matching contexts
25936,,0,0,27,0,only 27 contexts
25935,,0,0,44,0,only 44 contexts
25938,generous,1,24,45,0,insufficient matching contexts
25937,,0,0,43,0,only 43 contexts
25939,,0,0,40,0,only 40 contexts
25941,insurers,4,24,45,0,insufficient matching contexts
25940,wasn,1,24,45,0,insufficient matching contexts
25942,,0,24,45,0,insufficient matching contexts
25943,of,4,24,45,0,insufficient matching contexts
25944,gas,9,24,45,0,insufficient matching contexts
25945,identity,24,24,45,1,
25946,,0,0,41,0,only 41 contexts
25948,,0,0,43,0,only 43 contexts
25947,option,2,24,45,0,insufficient matching contexts
25949,atter,1,24,45,0,insufficient matching contexts
25950,,0,0,41,0,only 41 contexts
25951,assembly,1,24,45,0,insufficient matching contexts
25954,to,3,24,45,0,insufficient matching contexts
25953,norman,1,24,45,0,insufficient matching contexts
25956,,0,0,41,0,only 41 contexts
25955,bindings,3,24,45,0,insufficient matching contexts
25957,released,7,24,45,0,insufficient matching contexts
25958,for,21,24,45,0,insufficient matching contexts
25952,,0,0,41,0,only 41 contexts
25959,,0,0,43,0,only 43 contexts
25960,,0,0,42,0,only 42 contexts
25962,fiddle,1,24,45,0,insufficient matching contexts
25963,,0,0,42,0,only 42 contexts
25961,,0,0,43,0,only 43 contexts
25964,,0,0,42,0,only 42 contexts
25966,tru,2,24,45,0,insufficient matching contexts
25965,,0,0,43,0,only 43 contexts
25967,species,3,24,45,0,insufficient matching contexts
25968,,0,24,45,0,insufficient matching contexts
25969,,0,0,41,0,only 41 contexts
25971,,0,0,41,0,only 41 contexts
25970,,0,24,45,0,insufficient matching contexts
25973,plan,1,24,45,0,insufficient matching contexts
25974,ds,1,24,45,0,insufficient matching contexts
25975,,0,0,43,0,only 43 contexts
25972,,0,24,45,0,insufficient matching contexts
25976,you,13,24,45,0,insufficient matching contexts
25977,,0,0,41,0,only 41 contexts
25979,over,6,24,45,0,insufficient matching contexts
25978,,0,0,44,0,only 44 contexts
25981,propaganda,1,24,45,0,insufficient matching contexts
25980,he,5,24,45,0,insufficient matching contexts
25982,page,1,24,45,0,insufficient matching contexts
25983,,0,0,28,0,only 28 contexts
25984,,0,0,40,0,only 40 contexts
25985,my,2,24,45,0,insufficient matching contexts
25987,,0,0,39,0,only 39 contexts
25986,i,1,24,45,0,insufficient matching contexts
25989,,0,24,45,0,insufficient matching contexts
25988,,0,24,45,0,insufficient matching contexts
25990,transl,2,24,45,0,insufficient matching contexts
25995,tribute,24,24,45,1,
25996,,0,0,44,0,only 44 contexts
25999,,0,0,31,0,only 31 contexts
26000,the,2,24,45,0,insufficient matching contexts
26001,,0,0,41,0,only 41 contexts
26002,,0,24,45,0,insufficient matching contexts
26003,retries,3,24,45,0,insufficient matching contexts
26004,it,2,24,45,0,insufficient matching contexts
26005,,0,24,45,0,insufficient matching contexts
26006,,0,24,45,0,insufficient matching contexts
26007,,0,0,40,0,only 40 contexts
26008,pollen,12,24,45,0,insufficient matching contexts
26009,,0,0,44,0,only 44 contexts
26010,,0,24,45,0,insufficient matching contexts
26011,,0,0,43,0,only 43 contexts
26012,circ,24,24,45,1,
26013,does,6,24,45,0,insufficient matching contexts
26014,i,1,24,45,0,insufficient matching contexts
26015,width,1,24,45,0,insufficient matching contexts
26016,blues,2,24,45,0,insufficient matching contexts
